managerID,teamID,startDate,endDate
228,234,2019-11-01,2020-06-01
521,234,2019-05-01,2019-11-01
522,234,2019-02-01,2019-06-01
523,234,2017-03-01,2019-02-01
424,234,2016-07-01,2017-03-01
422,234,2014-11-01,2016-06-01
300,234,2014-07-01,2014-11-01
358,234,2014-04-01,2014-06-01
258,234,2013-10-01,2014-04-01
285,238,2020-06-01,2021-02-01
206,238,2015-11-01,2020-06-01
340,238,2014-07-01,2015-11-01
335,238,2013-12-01,2015-06-01
66,238,2015-06-01,2016-05-01
103,238,2013-10-01,2015-05-01
104,238,2016-05-01,2021-03-01
217,239,2020-08-01,2022-03-01
149,239,2017-07-01,2020-08-01
218,239,2017-04-01,2017-07-01
219,239,2016-12-01,2017-04-01
220,239,2016-01-01,2016-12-01
222,239,2015-07-01,2016-01-01
223,239,2015-02-01,2015-07-01
224,239,2014-08-01,2015-02-01
225,239,2013-06-01,2014-05-01
226,240,2018-07-01,
227,240,2017-12-01,2018-07-01
228,240,2016-06-01,2017-12-01
229,240,2015-09-01,2016-06-01
230,240,2014-07-01,2015-09-01
450,241,2019-05-01,2021-05-01
420,241,2016-07-01,2019-06-01
327,241,2013-05-01,2016-06-01
173,242,2020-02-01,
188,242,2019-12-01,2020-02-01
231,242,2017-07-01,2019-12-01
232,242,2015-02-01,2017-07-01
188,243,2020-08-01,2022-05-01
235,243,2017-09-01,2020-08-01
236,243,2017-07-01,2017-09-01
237,243,2013-09-01,2017-07-01
48,245,2016-06-01,2017-05-01
105,245,2014-09-01,2014-10-01
106,245,2014-11-01,2015-06-01
107,245,2015-07-01,2015-10-01
108,245,2015-10-01,2016-05-01
109,245,2017-06-01,2018-02-01
110,245,2018-02-01,2018-06-01
111,245,2018-06-01,2022-02-01
134,245,2013-04-01,2014-05-01
135,260,2014-06-01,2015-11-01
136,260,2015-11-01,2017-06-01
137,260,2017-06-01,2018-06-01
138,260,2018-06-01,2019-05-01
139,260,2019-07-01,2021-06-01
140,261,2014-07-01,2014-11-01
141,261,2014-11-01,2016-04-01
142,261,2016-04-01,2022-01-01
143,262,2014-02-01,2016-06-01
144,262,2016-06-01,2016-10-01
145,262,2016-10-01,2016-11-01
146,262,2016-11-01,2017-03-01
145,262,2017-03-01,2017-03-01
147,262,2017-03-01,2018-12-01
148,262,2018-12-01,2021-03-01
