playerID,name,country,born
1704,Alvaro Arbeloa,Spain,1983
1673,Edimilson Fernandes,Switzerland,1996
1668,Michael Kightly,England,1986
1677,Nathaniel Chalobah,England,1994
725,Ola Aina,Nigeria,1996
1733,Sam McQueen,England,1995
1727,Alfie Mawson,England,1994
1744,Michael Dawson,England,1983
1734,Sofiane Boufal,Morocco,1993
1410,Rafael,Brazil,1990
1410,Rafael,Brazil,1982
1842,Eros Pisano,Italy,1987
1853,Vangelis Moras,Jersey,1981
2034,Rafael Marquez,Mexico,1979
1954,Samuel Souprayen,France,1989
1151,Emil Hallfredsson,San Marino,2004
1996,Leandro Greco,Italy,1986
1221,Jacopo Sala,Italy,1991
1959,Bosko Jankovic,Serbia,1984
1955,Luca Toni,Italy,1977
1851,Juanito Gumez,San Marino,2004
1849,Rumulo,San Marino,2004
1847,Giampaolo Pazzini,Italy,1984
1846,Luca Siligardi,Italy,1988
1244,Wojciech Szczesny,San Marino,2004
1254,Alessandro Florenzi,Italy,1991
1179,Leandro Castan,Brazil,1986
1246,Kostas Manolas,Jersey,1991
1438,Vasilis Torosidis,Jersey,1985
1251,Radja Nainggolan,Belgium,1988
1290,Miralem Pjanic,Bosnia and Herzegovina,1990
1249,Daniele De Rossi,Italy,1983
1943,Gervinho,Côte d'Ivoire,1987
1253,Edin Dzeko,Bosnia and Herzegovina,1986
1250,Mohamed Salah,Egypt,1992
2011,Seydou Keita,Mali,1980
1185,Iago Falque,Spain,1990
1483,Etrit Berisha,Albania,1989
1201,Dusan Basta,Serbia,1984
1541,Stefan de Vrij,Jersey,1992
1107,Santiago Gentiletti,Argentina,1985
1542,Stefan Radu,San Marino,2004
1205,Senad Lulic,Bosnia and Herzegovina,1986
1207,Marco Parolo,Italy,1985
1589,Lucas Biglia,Argentina,1986
1517,Antonio Candreva,Italy,1987
1210,Keita,San Marino,2004
1564,Ricardo Kishna,Jersey,1995
1206,Danilo Cataldi,Italy,1994
1543,Sergej Milinkovic-Savic,Serbia,1995
1208,Felipe Anderson,Brazil,1993
1609,Antonio Mirante,Italy,1983
1454,Alex Ferrari,Italy,1994
1453,Marios Oikonomou,Jersey,1992
1180,Luca Rossettini,Italy,1985
1441,Adam Masina,Morocco,1994
1902,Marco Crimi,Italy,1990
1356,Lorenzo Crisetig,Italy,1993
1913,Matteo Brighi,Italy,1981
1611,Franco Brienza,Italy,1979
1917,Robert Acquafresca,Italy,1987
1981,Matteo Mancosu,Italy,1984
1380,Amadou Diawara,Jersey,1997
1580,Mattia Destro,Italy,1991
1285,Gianluigi Buffon,Italy,1978
1576,Giorgio Chiellini,Italy,1984
1286,Andrea Barzagli,Italy,1981
1287,Leonardo Bonucci,Italy,1987
1303,Stephan Lichtsteiner,Switzerland,1984
1298,Patrice Evra,France,1981
1403,Simone Padoin,Italy,1984
226,Kingsley Coman,France,1996
1295,Mario Mandzukic,Jersey,1986
1294,Paulo Dybala,Argentina,1993
1402,Mauricio Isla,Jersey,1988
1138,Orestis Karnezis,Jersey,1985
1149,Thomas Heurtaux,France,1988
1887,Ivan Piris,Jersey,1989
1140,Danilo,Brazil,1991
1097,Edenilson,Brazil,1989
1156,Ali Adnan,San Marino,2004
1228,Bruno Fernandes,Portugal,1994
1977,Manuel Iturra,Jersey,1984
1150,Emmanuel Badu,San Marino,2004
1147,Cyril Thereau,France,1983
1888,Antonio Di Natale,Italy,1977
1148,Duvan Zapata,Colombia,1991
1561,Panagiotis Kone,Jersey,1987
1139,Silvan Widmer,Switzerland,1993
1328,Stefano Sorrentino,Italy,1979
1279,Roberto Vitiello,Italy,1983
