contractID,managerID,teamID,managerName,startDate,endDate
370,114,137,Jose Miguel Gonzalez Martin del Campo,201703,201801
371,115,137,Jose Gonzalez,201801,201806
372,116,137,Juan Ramon Lopez Muniz,201806,202001
373,117,137,Sergio Pellicer,202001,202106
374,46,138,Unai Emery,201301,201606
375,118,138,Jorge Sampaoli,201606,201707
376,119,138,Eduardo Berizzo,201707,201712
377,120,138,Vincenzo Montella,201712,201804
378,121,138,Joaquin Caparros,201804,201805
379,122,138,Pablo Machin,201805,201906
380,123,138,Julen Lopetegui,201906,202210
381,124,139,Victor Fernandez,201407,201504
382,125,139,Victor Sanchez,201504,201605
383,126,139,Gaizka Garitano,201606,201702
384,127,139,Pepe Mel,201702,201710
385,128,139,Cristobal Parralo,201710,201802
386,129,139,Clarence Seedorf,201802,201805
387,29,140,David Moyes,201411,201511
388,130,140,Jagoba Arrasate,201306,201411
389,131,140,Eusebio Sacristan,201511,201803
390,132,140,Asier Garitano,201805,201812
391,133,140,Imanol Alguacil,201812,na
392,149,141,Vicente Moreno,202008,202205
393,150,141,Francisco Rufete,202006,202008
394,151,141,Abelardo Fernandez,201912,202006
395,122,141,Pablo Machin,201910,201912
396,152,141,David Gallego,201906,201910
397,153,141,"Joan Francesc Ferrer Sicilia ""Rubi""",201806,201906
398,152,141,David Gallego,201804,201806
399,80,141,Enrique Sanchez Flores,201606,201804
400,154,141,Constantin Galca,201512,201606
401,155,141,Sergio Gonzalez Soriano,201405,201512
402,156,141,Javier Aguirre,201211,201405
403,313,142,Pepe Bordalas,201609,202106
404,314,142,Juan Esnaider,201604,201609
405,315,142,Fran Escriba,201507,201604
406,316,142,Pablo Franco,201502,201506
407,317,142,Cosmin Contra,201403,201501
408,318,143,Diego Simeone,201112,na
409,127,144,Pepe Mel,201903,202201
410,319,144,Paco Herrera,201811,201903
411,320,144,Manolo Jimenez,201805,201811
412,321,144,Paco Jemez,201712,201805
413,322,144,Pako Ayestaran,201709,201711
414,323,144,Manuel Marquez Roca,201707,201709
415,324,144,Quique Setien,201510,201707
416,319,144,Paco Herrera,201407,201510
417,325,144,Sergio Lobera,201206,201407
418,326,145,Andoni Iraola,202008,-
419,321,145,Paco Jemez,201903,202007
420,328,145,"Miguel Angel Sanchez Munoz ""Michel""",201702,201903
421,329,145,Ruben Baraja,201611,201702
422,330,145,Jose Ramon Sandoval,201606,201611
423,321,145,Paco Jemez,201206,201606
424,331,146,Javi Gracia,202007,202105
425,332,146,Albert Celades,201909,202006
426,333,146,Marcelino Garcia Toral,201707,201909
427,334,146,Salvador Gonzalez Marco,201701,201706
428,198,146,Cesare Prandelli,201610,201612
429,322,146,Pako Ayestaran,201603,201609
430,336,146,Gary Neville,201512,201603
431,44,146,Nuno Espirito Santo,201407,201511
432,337,146,Juan Antonio Pizzi,201401,201407
433,126,147,Gaizka Garitano,201812,202101
434,119,147,Eduardo Berizzo,201807,201812
435,338,147,Cuco Ziganda,201707,201806
436,339,147,Ernesto Valverde,201307,201706
437,8,148,Ronald Koeman,202008,202110
438,324,148,Quique Setien,202001,202008
439,339,148,Ernesto Valverde,201707,202001
440,341,148,Luis Enrique,201407,201706
441,342,148,Gerardo Martino,201307,201406
442,152,149,David Gallego,202007,202202
443,343,149,Miroslav Djukic,201912,202007
444,344,149,Jose Alberto Lopez,201811,201912
445,329,149,Ruben Baraja,201712,201811
446,319,149,Paco Herrera,201707,201712
447,153,149,"Joan Francesc Ferrer Sicilia ""Rubi""",201701,201706
448,345,149,Abelardo Fernandez Artuna,201405,201701
449,330,149,Jose Ramon Sandoval,201210,201405
450,347,150,Zinedine Zidane,201903,202106
451,348,150,Santiago Solari,201811,201903
452,123,150,Julen Lopetegui,201807,201810
453,347,150,Zinedine Zidane,201601,201805
454,58,150,Rafael Benitez,201507,201601
455,11,150,Carlo Ancelotti,201307,201505
456,349,151,Paco Lopez,201803,202110
457,350,151,Juan Muniz,201607,201803
458,153,151,"Joan Francesc Ferrer Sicilia ""Rubi""",201510,201606
459,351,151,Lucas Alcaraz,201410,201510
460,352,151,Jose Luis Mendilibar,201407,201410
461,121,151,Joaquin Caparros,201307,201405
462,354,152,Oscar Garcia,201911,202011
463,315,152,Fran Escriba,201903,201911
464,355,152,Miguel Cardoso,201811,201903
465,356,152,Antonio Mohamed,201807,201811
466,357,152,Juan Carlos Unzue,201707,201806
467,119,152,Eduardo Berizzo,201407,201706
468,341,152,Luis Enrique,201307,201406
469,60,153,Manuel Pellegrini,202008,na
470,153,153,"Joan Francesc Ferrer Sicilia ""Rubi""",201907,202006
471,324,153,Quique Setien,201707,201906
472,125,153,Victor Sanchez,201611,201705
473,359,153,Gustavo Poyet,201605,201611
474,360,153,Juan Merino,201601,201605
475,127,153,Pepe Mel,201412,201601
476,46,154,Unai Emery,202007,202210
477,361,154,Javier Calleja,201709,202007
478,315,154,Fran Escriba,201608,201709
479,333,154,Marcelino Garcia Toral,201301,201608
480,85,155,Aitor Karanka,202204,202211
481,362,155,Robert Moreno,202107,202203
482,363,155,Diego Martinez,201807,202106
483,364,155,Miguel Angel Portugal,201805,201806
484,365,155,Jose Luis Oltra,201707,201803
485,366,155,Tony Adams,201704,201706
486,351,155,Lucas Alcaraz,201610,201704
487,321,155,Paco Jemez,201607,201609
488,115,155,Jose Gonzalez,201602,201606
489,330,155,Jose Ramon Sandoval,201505,201602
490,368,155,Abel Resino,201501,201505
491,121,155,Joaquin Caparros,201407,201501
492,351,155,Lucas Alcaraz,201301,201406
493,352,156,Jose Luis Mendilibar,201507,202106
494,126,156,Gaizka Garitano,201206,201506
495,130,157,Jagoba Arrasate,201807,na
496,363,157,Diego Martinez,201707,201806
497,369,157,Petar Vasiljevic,201701,201706
498,370,157,Enrique Martin,201505,201611
499,371,157,Jose Manuel Mateo,201502,201505
500,372,157,Jan Urban,201407,201502
501,331,157,Javi Gracia,201309,201406
502,122,158,Pablo Machin,202008,202101
503,132,158,Asier Garitano,201907,202007
504,151,158,Abelardo Fernandez,201712,201906
505,374,158,Giovanni De Biasi,201709,201711
506,375,158,Luis Zubeldia,201707,201709
507,14,158,Mauricio Pellegrino,201607,201706
508,313,158,Pepe Bordalas,201507,201606
509,376,158,Alberto Lopez Fernandez,201403,201506
510,377,158,Juan Carlos Mandia,201312,201403
511,378,159,Josep Lluis Marti,202008,202101
512,156,159,Javier Aguirre,201911,202007
513,14,159,Mauricio Pellegrino,201807,201910
514,132,159,Asier Garitano,201306,201806
515,379,160,Christophe Galtier,201712,202106
516,111,160,Marcelo Bielsa,201707,201711
517,380,160,Franck Passi,201702,201706
518,381,160,Patrick Collot,201611,201702
519,382,160,Frederic Antonetti,201511,201611
520,383,160,Herve Renard,201505,201511
521,384,160,Rene Girard,201307,201506
522,43,161,Thomas Tuchel,201807,202012
523,46,161,Unai Emery,201607,201806
524,385,161,Laurent Blanc,201306,201606
525,386,162,Mathieu Chabert,201910,202109
526,387,162,Stephane Rossi,201708,201910
527,388,162,Rui Almeida,201702,201706
528,389,162,Francois Ciccolini,201601,201702
529,390,162,Ghislain Printant,201411,201601
530,391,162,Claude Makelele,201407,201411
531,391,162,Frederic Hantz,201005,201405
532,393,163,Julien Stephan,201812,202103
533,394,163,Sabri Lamouchi,201711,201812
534,395,163,Christian Gourcuff,201607,201711
535,396,163,Rolland Courbis,201601,201609
536,397,163,Philippe Montanier,201307,201601
537,398,164,Andre Villas-Boas,201907,202102
538,165,164,Rudi Garcia,201610,201906
539,380,164,Franck Passi,201604,201610
540,114,164,Jose Miguel Gonzalez Martin del Campo,201508,201604
541,111,164,Marcelo Bielsa,201407,201508
542,399,164,Jose Anigo,201312,201406
543,400,165,Pascal Dupraz,201910,202103
544,388,165,Rui Almeida,201907,201909
545,401,165,Fabien Mercadal,201806,201905
546,402,165,Patrice Garande,201207,201806
547,403,166,Michel Der Zakarian,201705,202105
548,404,166,Jean-Louis Gasset,201701,201705
549,392,166,Frederic Hantz,201601,201701
550,396,166,Rolland Courbis,201312,201512
551,405,167,Stephane Moulin,201107,202105
552,395,168,Christian Gourcuff,201908,202012
553,406,168,Vahid Halilhodzic,201810,201908
554,355,168,Miguel Cardoso,201806,201810
555,18,168,Claudio Ranieri,201707,201805
556,407,168,Sergio Conceicao,201612,201706
557,384,168,Rene Girard,201607,201612
558,403,168,Michel Der Zakarian,201205,201606
559,408,169,Mehmed Bazdarevic,202008,202102
560,409,169,Sylvain Didot,201909,202008
561,410,169,Patrice Lair,201907,201909
562,411,169,Jocelyn Gourvennec,201811,201905
563,412,169,Antoine Kombouare,201607,201811
564,411,169,Jocelyn Gourvennec,201007,201606
565,413,170,Adrian Ursea,202012,202105
566,37,170,Patrick Vieira,201807,202012
567,294,170,Lucien Favre,201607,201806
568,13,170,Claude Puel,201205,201606
569,243,171,Niko Kovac,202007,202201
570,362,171,Robert Moreno,201912,202007
571,414,171,Leonardo Jardim,201901,201912
572,415,171,Thierry Henry,201810,201901
573,414,171,Leonardo Jardim,201407,201810
574,18,171,Claudio Ranieri,201205,201405
575,416,172,Laurent Batlles,201906,202112
576,388,172,Rui Almeida,201805,201906
577,417,172,Jean-Louis Garcia,201607,201805
578,418,172,Mohamed Bradja,201602,201606
579,419,172,Claude Robin,201512,201602
580,420,172,Jean-Marc Furlan,201006,201512
581,238,173,Olivier Pantaloni,201411,-
582,486,173,Fabrizio Ravanelli,201306,201311
